seed,event_index,opaque_edit,condition,task,n,exact,semantic,cap_without_eos
20260907,12,319cba8ffa622b0e,CP_NATIVE_ORIGINAL,T1L,4,0,0,0
20260907,12,319cba8ffa622b0e,CP_NATIVE_ORIGINAL,T2G,4,2,2,0
20260907,12,319cba8ffa622b0e,CP_NATIVE_PLUS_PARAPHRASE_80,T0,1,1,1,0
20260907,12,319cba8ffa622b0e,CP_NATIVE_PLUS_PARAPHRASE_80,T1G,4,4,4,0
20260907,12,319cba8ffa622b0e,CP_NATIVE_PLUS_PARAPHRASE_80,T1L,4,0,0,0
20260907,12,319cba8ffa622b0e,CP_NATIVE_PLUS_PARAPHRASE_80,T2G,4,3,4,0
20260907,13,1379df4696783d47,CP_NATIVE_CONTINUE_80,T0,1,1,1,0
20260907,13,1379df4696783d47,CP_NATIVE_CONTINUE_80,T1G,4,4,4,0
20260907,13,1379df4696783d47,CP_NATIVE_CONTINUE_80,T2G,4,1,2,0
20260907,13,1379df4696783d47,CP_NATIVE_ORIGINAL,T0,1,1,1,0
20260907,13,1379df4696783d47,CP_NATIVE_ORIGINAL,T1G,4,4,4,0
20260907,13,1379df4696783d47,CP_NATIVE_ORIGINAL,T2G,4,2,1,0
20260907,13,1379df4696783d47,CP_NATIVE_PLUS_PARAPHRASE_80,T0,1,1,1,0
20260907,13,1379df4696783d47,CP_NATIVE_PLUS_PARAPHRASE_80,T1G,4,4,4,0
20260907,13,1379df4696783d47,CP_NATIVE_PLUS_PARAPHRASE_80,T2G,4,2,1,0
20260907,14,152d5bee9d9058e0,CP_NATIVE_CONTINUE_80,T0,1,1,1,0
20260907,14,152d5bee9d9058e0,CP_NATIVE_CONTINUE_80,T1G,4,4,4,0
20260907,14,152d5bee9d9058e0,CP_NATIVE_CONTINUE_80,T2G,3,3,3,0
20260907,14,152d5bee9d9058e0,CP_NATIVE_ORIGINAL,T0,1,1,1,0
20260907,14,152d5bee9d9058e0,CP_NATIVE_ORIGINAL,T1G,4,4,4,0
20260907,14,152d5bee9d9058e0,CP_NATIVE_ORIGINAL,T2G,3,1,1,0
20260907,14,152d5bee9d9058e0,CP_NATIVE_PLUS_PARAPHRASE_80,T0,1,1,1,0
20260907,14,152d5bee9d9058e0,CP_NATIVE_PLUS_PARAPHRASE_80,T1G,4,4,4,0
20260907,14,152d5bee9d9058e0,CP_NATIVE_PLUS_PARAPHRASE_80,T2G,3,3,3,0
20260907,15,11999d89b31d5f06,CP_NATIVE_CONTINUE_80,T0,1,1,1,0
20260907,15,11999d89b31d5f06,CP_NATIVE_CONTINUE_80,T1G,2,2,2,0
20260907,15,11999d89b31d5f06,CP_NATIVE_CONTINUE_80,T1L,5,2,2,0
20260907,15,11999d89b31d5f06,CP_NATIVE_CONTINUE_80,T2G,4,3,3,0
20260907,15,11999d89b31d5f06,CP_NATIVE_ORIGINAL,T0,1,1,1,0
20260907,15,11999d89b31d5f06,CP_NATIVE_ORIGINAL,T1G,2,2,2,0
20260907,15,11999d89b31d5f06,CP_NATIVE_ORIGINAL,T1L,5,2,2,0
20260907,15,11999d89b31d5f06,CP_NATIVE_ORIGINAL,T2G,4,2,2,0
20260907,15,11999d89b31d5f06,CP_NATIVE_PLUS_PARAPHRASE_80,T0,1,1,1,0
20260907,15,11999d89b31d5f06,CP_NATIVE_PLUS_PARAPHRASE_80,T1G,2,2,2,0
20260907,15,11999d89b31d5f06,CP_NATIVE_PLUS_PARAPHRASE_80,T1L,5,2,2,0
20260907,15,11999d89b31d5f06,CP_NATIVE_PLUS_PARAPHRASE_80,T2G,4,3,3,0
20260907,16,30c09c9279241ba5,CP_NATIVE_CONTINUE_80,T0,1,1,1,0
20260907,16,30c09c9279241ba5,CP_NATIVE_CONTINUE_80,T1G,4,4,4,0
20260907,16,30c09c9279241ba5,CP_NATIVE_CONTINUE_80,T1L,5,0,0,0
20260907,16,30c09c9279241ba5,CP_NATIVE_CONTINUE_80,T2G,4,1,1,0
20260907,16,30c09c9279241ba5,CP_NATIVE_ORIGINAL,T0,1,1,1,0
20260907,16,30c09c9279241ba5,CP_NATIVE_ORIGINAL,T1G,4,4,4,0
20260907,16,30c09c9279241ba5,CP_NATIVE_ORIGINAL,T1L,5,0,0,0
20260907,16,30c09c9279241ba5,CP_NATIVE_ORIGINAL,T2G,4,1,2,0
20260907,16,30c09c9279241ba5,CP_NATIVE_PLUS_PARAPHRASE_80,T0,1,1,1,0
20260907,16,30c09c9279241ba5,CP_NATIVE_PLUS_PARAPHRASE_80,T1G,4,4,4,0
20260907,16,30c09c9279241ba5,CP_NATIVE_PLUS_PARAPHRASE_80,T1L,5,0,0,0
20260907,16,30c09c9279241ba5,CP_NATIVE_PLUS_PARAPHRASE_80,T2G,4,3,3,0
20260908,1,01223e258bbc7a1f,CP_NATIVE_CONTINUE_80,T0,1,1,1,0
20260908,1,01223e258bbc7a1f,CP_NATIVE_CONTINUE_80,T1G,4,4,4,0
20260908,1,01223e258bbc7a1f,CP_NATIVE_CONTINUE_80,T2G,3,2,2,0
20260908,1,01223e258bbc7a1f,CP_NATIVE_ORIGINAL,T0,1,1,1,0
20260908,1,01223e258bbc7a1f,CP_NATIVE_ORIGINAL,T1G,4,4,4,0
20260908,1,01223e258bbc7a1f,CP_NATIVE_ORIGINAL,T2G,3,1,2,0
20260908,1,01223e258bbc7a1f,CP_NATIVE_PLUS_PARAPHRASE_80,T0,1,1,1,0
20260908,1,01223e258bbc7a1f,CP_NATIVE_PLUS_PARAPHRASE_80,T1G,4,4,4,0
20260908,1,01223e258bbc7a1f,CP_NATIVE_PLUS_PARAPHRASE_80,T2G,3,2,2,0
20260908,2,1534fc99d84ef734,CP_NATIVE_CONTINUE_80,T0,1,1,1,0
20260908,2,1534fc99d84ef734,CP_NATIVE_CONTINUE_80,T1G,4,4,4,0
20260908,2,1534fc99d84ef734,CP_NATIVE_CONTINUE_80,T2G,4,1,2,1
20260908,2,1534fc99d84ef734,CP_NATIVE_ORIGINAL,T0,1,1,1,0
20260908,2,1534fc99d84ef734,CP_NATIVE_ORIGINAL,T1G,4,4,4,0
20260908,2,1534fc99d84ef734,CP_NATIVE_ORIGINAL,T2G,4,0,0,0
20260908,2,1534fc99d84ef734,CP_NATIVE_PLUS_PARAPHRASE_80,T0,1,1,1,0
20260908,2,1534fc99d84ef734,CP_NATIVE_PLUS_PARAPHRASE_80,T1G,4,4,4,0
20260908,2,1534fc99d84ef734,CP_NATIVE_PLUS_PARAPHRASE_80,T2G,4,2,3,1
20260908,3,1b0d2271e842e01a,CP_NATIVE_CONTINUE_80,T0,1,1,1,0
20260908,3,1b0d2271e842e01a,CP_NATIVE_CONTINUE_80,T1G,4,4,4,0
20260908,3,1b0d2271e842e01a,CP_NATIVE_CONTINUE_80,T1L,5,0,0,0
20260908,3,1b0d2271e842e01a,CP_NATIVE_CONTINUE_80,T2G,3,0,1,0
20260908,3,1b0d2271e842e01a,CP_NATIVE_ORIGINAL,T0,1,1,1,0
20260908,3,1b0d2271e842e01a,CP_NATIVE_ORIGINAL,T1G,4,4,4,0
20260908,3,1b0d2271e842e01a,CP_NATIVE_ORIGINAL,T1L,5,0,0,0
20260908,3,1b0d2271e842e01a,CP_NATIVE_ORIGINAL,T2G,3,0,1,0
20260908,3,1b0d2271e842e01a,CP_NATIVE_PLUS_PARAPHRASE_80,T0,1,1,1,0
20260908,3,1b0d2271e842e01a,CP_NATIVE_PLUS_PARAPHRASE_80,T1G,4,4,4,0
20260908,3,1b0d2271e842e01a,CP_NATIVE_PLUS_PARAPHRASE_80,T1L,5,0,0,0
20260908,3,1b0d2271e842e01a,CP_NATIVE_PLUS_PARAPHRASE_80,T2G,3,1,1,0
20260908,4,029f61ab6aaeeef1,CP_NATIVE_CONTINUE_80,T0,1,1,1,0
20260908,4,029f61ab6aaeeef1,CP_NATIVE_CONTINUE_80,T1G,4,4,4,0
20260908,4,029f61ab6aaeeef1,CP_NATIVE_CONTINUE_80,T2G,4,2,2,0
20260908,4,029f61ab6aaeeef1,CP_NATIVE_ORIGINAL,T0,1,1,1,0
20260908,4,029f61ab6aaeeef1,CP_NATIVE_ORIGINAL,T1G,4,4,4,0
20260908,4,029f61ab6aaeeef1,CP_NATIVE_ORIGINAL,T2G,4,2,3,0
20260908,4,029f61ab6aaeeef1,CP_NATIVE_PLUS_PARAPHRASE_80,T0,1,1,1,0
20260908,4,029f61ab6aaeeef1,CP_NATIVE_PLUS_PARAPHRASE_80,T1G,4,4,4,0
20260908,4,029f61ab6aaeeef1,CP_NATIVE_PLUS_PARAPHRASE_80,T2G,4,2,2,0
20260908,5,1607639d73eb56a8,CP_NATIVE_CONTINUE_80,T0,1,1,1,0
20260908,5,1607639d73eb56a8,CP_NATIVE_CONTINUE_80,T1G,4,4,4,0
20260908,5,1607639d73eb56a8,CP_NATIVE_CONTINUE_80,T1L,3,3,3,0
20260908,5,1607639d73eb56a8,CP_NATIVE_CONTINUE_80,T2G,4,2,3,0
20260908,5,1607639d73eb56a8,CP_NATIVE_ORIGINAL,T0,1,1,1,0
20260908,5,1607639d73eb56a8,CP_NATIVE_ORIGINAL,T1G,4,4,4,0
20260908,5,1607639d73eb56a8,CP_NATIVE_ORIGINAL,T1L,3,3,3,0
20260908,5,1607639d73eb56a8,CP_NATIVE_ORIGINAL,T2G,4,2,3,0
20260908,5,1607639d73eb56a8,CP_NATIVE_PLUS_PARAPHRASE_80,T0,1,1,1,0
20260908,5,1607639d73eb56a8,CP_NATIVE_PLUS_PARAPHRASE_80,T1G,4,4,4,0
20260908,5,1607639d73eb56a8,CP_NATIVE_PLUS_PARAPHRASE_80,T1L,3,3,3,0
20260908,5,1607639d73eb56a8,CP_NATIVE_PLUS_PARAPHRASE_80,T2G,4,3,4,0
20260908,6,3c85dca5f44ddb09,CP_NATIVE_CONTINUE_80,T0,1,1,1,0
20260908,6,3c85dca5f44ddb09,CP_NATIVE_CONTINUE_80,T1G,4,4,4,0
20260908,6,3c85dca5f44ddb09,CP_NATIVE_CONTINUE_80,T1L,2,2,2,0
20260908,6,3c85dca5f44ddb09,CP_NATIVE_CONTINUE_80,T2G,3,3,3,0
20260908,6,3c85dca5f44ddb09,CP_NATIVE_ORIGINAL,T0,1,1,1,0
20260908,6,3c85dca5f44ddb09,CP_NATIVE_ORIGINAL,T1G,4,4,4,0
20260908,6,3c85dca5f44ddb09,CP_NATIVE_ORIGINAL,T1L,2,2,2,0
20260908,6,3c85dca5f44ddb09,CP_NATIVE_ORIGINAL,T2G,3,1,1,0
20260908,6,3c85dca5f44ddb09,CP_NATIVE_PLUS_PARAPHRASE_80,T0,1,1,1,0
20260908,6,3c85dca5f44ddb09,CP_NATIVE_PLUS_PARAPHRASE_80,T1G,4,4,4,0
20260908,6,3c85dca5f44ddb09,CP_NATIVE_PLUS_PARAPHRASE_80,T1L,2,2,2,0
20260908,6,3c85dca5f44ddb09,CP_NATIVE_PLUS_PARAPHRASE_80,T2G,3,3,3,0
20260908,7,13d861159cbf9477,CP_NATIVE_CONTINUE_80,T0,1,1,1,0
20260908,7,13d861159cbf9477,CP_NATIVE_CONTINUE_80,T1G,4,4,4,0
20260908,7,13d861159cbf9477,CP_NATIVE_CONTINUE_80,T2G,4,3,3,0
20260908,7,13d861159cbf9477,CP_NATIVE_ORIGINAL,T0,1,1,1,0
20260908,7,13d861159cbf9477,CP_NATIVE_ORIGINAL,T1G,4,4,4,0
20260908,7,13d861159cbf9477,CP_NATIVE_ORIGINAL,T2G,4,3,3,0
20260908,7,13d861159cbf9477,CP_NATIVE_PLUS_PARAPHRASE_80,T0,1,1,1,0
20260908,7,13d861159cbf9477,CP_NATIVE_PLUS_PARAPHRASE_80,T1G,4,4,4,0
20260908,7,13d861159cbf9477,CP_NATIVE_PLUS_PARAPHRASE_80,T2G,4,4,4,0
20260908,8,06e9147a95404227,CP_NATIVE_CONTINUE_80,T0,1,1,1,0
20260908,8,06e9147a95404227,CP_NATIVE_CONTINUE_80,T1G,4,4,4,0
20260908,8,06e9147a95404227,CP_NATIVE_CONTINUE_80,T2G,3,2,2,0
20260908,8,06e9147a95404227,CP_NATIVE_ORIGINAL,T0,1,1,1,0
20260908,8,06e9147a95404227,CP_NATIVE_ORIGINAL,T1G,4,4,4,0
20260908,8,06e9147a95404227,CP_NATIVE_ORIGINAL,T2G,3,0,0,0
20260908,8,06e9147a95404227,CP_NATIVE_PLUS_PARAPHRASE_80,T0,1,1,1,0
20260908,8,06e9147a95404227,CP_NATIVE_PLUS_PARAPHRASE_80,T1G,4,4,4,0
20260908,8,06e9147a95404227,CP_NATIVE_PLUS_PARAPHRASE_80,T2G,3,3,3,0
20260908,9,0b2d75291d40cb7c,CP_NATIVE_CONTINUE_80,T0,1,1,1,0
20260908,9,0b2d75291d40cb7c,CP_NATIVE_CONTINUE_80,T1G,4,4,4,0
20260908,9,0b2d75291d40cb7c,CP_NATIVE_CONTINUE_80,T1L,2,1,1,0
20260908,9,0b2d75291d40cb7c,CP_NATIVE_CONTINUE_80,T2G,4,4,4,0
20260908,9,0b2d75291d40cb7c,CP_NATIVE_ORIGINAL,T0,1,1,1,0
20260908,9,0b2d75291d40cb7c,CP_NATIVE_ORIGINAL,T1G,4,4,4,0
20260908,9,0b2d75291d40cb7c,CP_NATIVE_ORIGINAL,T1L,2,1,1,0
20260908,9,0b2d75291d40cb7c,CP_NATIVE_ORIGINAL,T2G,4,2,2,0
20260908,9,0b2d75291d40cb7c,CP_NATIVE_PLUS_PARAPHRASE_80,T0,1,1,1,0
20260908,9,0b2d75291d40cb7c,CP_NATIVE_PLUS_PARAPHRASE_80,T1G,4,4,4,0
20260908,9,0b2d75291d40cb7c,CP_NATIVE_PLUS_PARAPHRASE_80,T1L,2,1,1,0
20260908,9,0b2d75291d40cb7c,CP_NATIVE_PLUS_PARAPHRASE_80,T2G,4,4,4,0
20260908,10,12455e8fcf87ab67,CP_NATIVE_CONTINUE_80,T0,1,1,0,0
20260908,10,12455e8fcf87ab67,CP_NATIVE_CONTINUE_80,T1G,4,4,0,0
20260908,10,12455e8fcf87ab67,CP_NATIVE_CONTINUE_80,T2G,4,3,0,0
20260908,10,12455e8fcf87ab67,CP_NATIVE_ORIGINAL,T0,1,1,0,0
20260908,10,12455e8fcf87ab67,CP_NATIVE_ORIGINAL,T1G,4,4,0,0
20260908,10,12455e8fcf87ab67,CP_NATIVE_ORIGINAL,T2G,4,1,0,0
20260908,10,12455e8fcf87ab67,CP_NATIVE_PLUS_PARAPHRASE_80,T0,1,1,0,0
20260908,10,12455e8fcf87ab67,CP_NATIVE_PLUS_PARAPHRASE_80,T1G,4,4,0,0
20260908,10,12455e8fcf87ab67,CP_NATIVE_PLUS_PARAPHRASE_80,T2G,4,3,0,0
20260908,11,0278a8fed3c9c842,CP_NATIVE_CONTINUE_80,T0,1,1,1,0
20260908,11,0278a8fed3c9c842,CP_NATIVE_CONTINUE_80,T1G,4,4,4,0
20260908,11,0278a8fed3c9c842,CP_NATIVE_CONTINUE_80,T2G,4,0,2,0
20260908,11,0278a8fed3c9c842,CP_NATIVE_ORIGINAL,T0,1,1,1,0
20260908,11,0278a8fed3c9c842,CP_NATIVE_ORIGINAL,T1G,4,4,4,0
20260908,11,0278a8fed3c9c842,CP_NATIVE_ORIGINAL,T2G,4,0,3,0
20260908,11,0278a8fed3c9c842,CP_NATIVE_PLUS_PARAPHRASE_80,T0,1,1,1,0
20260908,11,0278a8fed3c9c842,CP_NATIVE_PLUS_PARAPHRASE_80,T1G,4,4,4,0
20260908,11,0278a8fed3c9c842,CP_NATIVE_PLUS_PARAPHRASE_80,T2G,4,4,4,0
20260908,12,319cba8ffa622b0e,CP_NATIVE_CONTINUE_80,T0,1,1,1,0
20260908,12,319cba8ffa622b0e,CP_NATIVE_CONTINUE_80,T1G,4,4,4,0
20260908,12,319cba8ffa622b0e,CP_NATIVE_CONTINUE_80,T1L,4,0,0,0
20260908,12,319cba8ffa622b0e,CP_NATIVE_CONTINUE_80,T2G,4,2,4,0
20260908,12,319cba8ffa622b0e,CP_NATIVE_ORIGINAL,T0,1,1,1,0
20260908,12,319cba8ffa622b0e,CP_NATIVE_ORIGINAL,T1G,4,4,4,0
20260908,12,319cba8ffa622b0e,CP_NATIVE_ORIGINAL,T1L,4,0,0,0
20260908,12,319cba8ffa622b0e,CP_NATIVE_ORIGINAL,T2G,4,2,4,0
20260908,12,319cba8ffa622b0e,CP_NATIVE_PLUS_PARAPHRASE_80,T0,1,1,1,0
20260908,12,319cba8ffa622b0e,CP_NATIVE_PLUS_PARAPHRASE_80,T1G,4,4,4,0
20260908,12,319cba8ffa622b0e,CP_NATIVE_PLUS_PARAPHRASE_80,T1L,4,0,0,0
20260908,12,319cba8ffa622b0e,CP_NATIVE_PLUS_PARAPHRASE_80,T2G,4,3,4,0
20260908,13,1379df4696783d47,CP_NATIVE_CONTINUE_80,T0,1,1,1,0
20260908,13,1379df4696783d47,CP_NATIVE_CONTINUE_80,T1G,4,4,4,0
20260908,13,1379df4696783d47,CP_NATIVE_CONTINUE_80,T2G,4,1,2,0
20260908,13,1379df4696783d47,CP_NATIVE_ORIGINAL,T0,1,1,1,0
20260908,13,1379df4696783d47,CP_NATIVE_ORIGINAL,T1G,4,4,4,0
20260908,13,1379df4696783d47,CP_NATIVE_ORIGINAL,T2G,4,0,1,0
20260908,13,1379df4696783d47,CP_NATIVE_PLUS_PARAPHRASE_80,T0,1,1,1,0
20260908,13,1379df4696783d47,CP_NATIVE_PLUS_PARAPHRASE_80,T1G,4,4,4,0
20260908,13,1379df4696783d47,CP_NATIVE_PLUS_PARAPHRASE_80,T2G,4,2,1,0
20260908,14,152d5bee9d9058e0,CP_NATIVE_CONTINUE_80,T0,1,1,1,0
20260908,14,152d5bee9d9058e0,CP_NATIVE_CONTINUE_80,T1G,4,4,4,0
20260908,14,152d5bee9d9058e0,CP_NATIVE_CONTINUE_80,T2G,3,2,2,0
20260908,14,152d5bee9d9058e0,CP_NATIVE_ORIGINAL,T0,1,1,1,0
20260908,14,152d5bee9d9058e0,CP_NATIVE_ORIGINAL,T1G,4,4,4,0
20260908,14,152d5bee9d9058e0,CP_NATIVE_ORIGINAL,T2G,3,2,2,0
20260908,14,152d5bee9d9058e0,CP_NATIVE_PLUS_PARAPHRASE_80,T0,1,1,1,0
20260908,14,152d5bee9d9058e0,CP_NATIVE_PLUS_PARAPHRASE_80,T1G,4,4,4,0
20260908,14,152d5bee9d9058e0,CP_NATIVE_PLUS_PARAPHRASE_80,T2G,3,3,3,0
20260908,15,11999d89b31d5f06,CP_NATIVE_CONTINUE_80,T0,1,1,1,0
20260908,15,11999d89b31d5f06,CP_NATIVE_CONTINUE_80,T1G,2,2,2,0
20260908,15,11999d89b31d5f06,CP_NATIVE_CONTINUE_80,T1L,5,2,2,0
20260908,15,11999d89b31d5f06,CP_NATIVE_CONTINUE_80,T2G,4,3,3,0
20260908,15,11999d89b31d5f06,CP_NATIVE_ORIGINAL,T0,1,1,1,0
20260908,15,11999d89b31d5f06,CP_NATIVE_ORIGINAL,T1G,2,2,2,0
20260908,15,11999d89b31d5f06,CP_NATIVE_ORIGINAL,T1L,5,2,2,0
20260908,15,11999d89b31d5f06,CP_NATIVE_ORIGINAL,T2G,4,1,1,0
20260908,15,11999d89b31d5f06,CP_NATIVE_PLUS_PARAPHRASE_80,T0,1,1,1,0
20260908,15,11999d89b31d5f06,CP_NATIVE_PLUS_PARAPHRASE_80,T1G,2,2,2,0
20260908,15,11999d89b31d5f06,CP_NATIVE_PLUS_PARAPHRASE_80,T1L,5,2,2,0
20260908,15,11999d89b31d5f06,CP_NATIVE_PLUS_PARAPHRASE_80,T2G,4,3,3,0
20260908,16,30c09c9279241ba5,CP_NATIVE_CONTINUE_80,T0,1,1,1,0
20260908,16,30c09c9279241ba5,CP_NATIVE_CONTINUE_80,T1G,4,4,4,0
20260908,16,30c09c9279241ba5,CP_NATIVE_CONTINUE_80,T1L,5,0,0,0
20260908,16,30c09c9279241ba5,CP_NATIVE_CONTINUE_80,T2G,4,2,3,0
20260908,16,30c09c9279241ba5,CP_NATIVE_ORIGINAL,T0,1,1,1,0
20260908,16,30c09c9279241ba5,CP_NATIVE_ORIGINAL,T1G,4,4,4,0
20260908,16,30c09c9279241ba5,CP_NATIVE_ORIGINAL,T1L,5,0,0,0
20260908,16,30c09c9279241ba5,CP_NATIVE_ORIGINAL,T2G,4,0,3,0
20260908,16,30c09c9279241ba5,CP_NATIVE_PLUS_PARAPHRASE_80,T0,1,1,1,0
20260908,16,30c09c9279241ba5,CP_NATIVE_PLUS_PARAPHRASE_80,T1G,4,4,4,0
20260908,16,30c09c9279241ba5,CP_NATIVE_PLUS_PARAPHRASE_80,T1L,5,0,0,0
20260908,16,30c09c9279241ba5,CP_NATIVE_PLUS_PARAPHRASE_80,T2G,4,4,4,0
